,customer_id,city,state,pop_thousand,land_sq_meter,pop_size,city_type,city_lctn,"Bags, Luggage & Accessories",Home & Garden,Lights & Lighting,"Baby, Kids & Maternity",Christmas,Easter,Fashoin Accessories,Hair Products,Health & Beauty,Household Appliances,LOVE BUILDING BLOCK WORD,Manual,Office & School & Business & Industrial,Sports & Outdoors,Toys & Gifts,Watches,"Wedding , Party & Events",Fashion Accessories,Discount,Apparel,Jewelry,Headphones & Earphones,Cell Phones & Accessories ,canceled
10,E16282,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,E13963,Chicago,IL,2671,589,middle,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,E12957,Honolulu,HI,339,156,small,sightseeing,other,3.0,990.0,110.0,24.0,18.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,171.0,0.0,48.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13,E14462,Los Angeles,CA,3985,1216,middle,metro,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14,E17841,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,E17188,Chicago,IL,2671,589,middle,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16,E15039,San Diego,CA,1429,844,middle,sightseeing,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17,E17428,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18,E14210,Las Vegas,NV,675,367,small,sightseeing,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,E14180,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,E16029,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,E17975,Houston,TX,2325,1658,middle,other,south,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,E13397,Dallas,TX,1348,879,middle,other,south,40.0,254.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,E13680,Houston,TX,2325,1658,middle,other,south,224.0,908.0,131.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,4.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,E15164,Phoenix,AZ,1759,1341,middle,other,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,E17457,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,E14732,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,E16814,Chicago,IL,2671,589,middle,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,E16725,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,E14221,Houston,TX,2325,1658,middle,other,south,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,E14553,Los Angeles,CA,3985,1216,middle,metro,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,E13253,Los Angeles,CA,3985,1216,middle,metro,west,0.0,720.0,72.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,E15373,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,E16241,Los Angeles,CA,3985,1216,middle,metro,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,E15808,San Antonio,TX,1598,1291,middle,other,south,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,E17389,Los Angeles,CA,3985,1216,middle,metro,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,E15973,Los Angeles,CA,3985,1216,middle,metro,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,E13126,Los Angeles,CA,3985,1216,middle,metro,west,12.0,1116.0,12.0,0.0,120.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,E15498,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,E15235,Houston,TX,2325,1658,middle,other,south,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,E17675,Houston,TX,2325,1658,middle,other,south,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,E16145,Chicago,IL,2671,589,middle,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,E13694,Houston,TX,2325,1658,middle,other,south,7862.0,23534.0,1874.0,720.0,228.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,4190.0,0.0,602.0,240.0,554.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0
43,E13798,New York,NY,8177,778,big,metro,east,3150.0,11191.0,1104.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,E15002,San Diego,CA,1429,844,middle,sightseeing,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,E14189,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,E12921,Las Vegas,NV,675,367,small,sightseeing,west,1318.0,3488.0,860.0,190.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,108.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47,E15841,Houston,TX,2325,1658,middle,other,south,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48,E15311,Houston,TX,2325,1658,middle,other,south,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49,E16112,Los Angeles,CA,3985,1216,middle,metro,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,E15769,Los Angeles,CA,3985,1216,middle,metro,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51,E16719,San Antonio,TX,1598,1291,middle,other,south,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52,E13089,Los Angeles,CA,3985,1216,middle,metro,west,1522.0,13643.0,3044.0,218.0,520.0,30.0,0.0,167.0,0.0,0.0,39.0,0.0,230.0,0.0,65.0,0.0,1613.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
53,E18109,Chicago,IL,2671,589,middle,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,E13629,Las Vegas,NV,675,367,small,sightseeing,west,2050.0,152.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,E16600,San Diego,CA,1429,844,middle,sightseeing,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,E13715,Los Angeles,CA,3985,1216,middle,metro,west,140.0,340.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57,E14527,Dallas,TX,1348,879,middle,other,south,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58,E13767,New York,NY,8177,778,big,metro,east,0.0,2528.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,408.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59,E15661,Dallas,TX,1348,879,middle,other,south,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,E16353,Phoenix,AZ,1759,1341,middle,other,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,E16532,San Jose,CA,1003,461,middle,sightseeing,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,E17511,Los Angeles,CA,3985,1216,middle,metro,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63,E16316,Phoenix,AZ,1759,1341,middle,other,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64,E16033,Los Angeles,CA,3985,1216,middle,metro,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
65,E15984,Chicago,IL,2671,589,middle,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66,E13199,Houston,TX,2325,1658,middle,other,south,40.0,1859.0,1764.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
67,E14739,San Jose,CA,1003,461,middle,sightseeing,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,E15093,Chicago,IL,2671,589,middle,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69,E15266,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,E14653,Los Angeles,CA,3985,1216,middle,metro,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,E15358,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72,E16771,Los Angeles,CA,3985,1216,middle,metro,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,E17585,Los Angeles,CA,3985,1216,middle,metro,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,E15046,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,E17213,Phoenix,AZ,1759,1341,middle,other,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
76,E13082,Phoenix,AZ,1759,1341,middle,other,west,26.0,3660.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,28.0,38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
77,E13081,San Diego,CA,1429,844,middle,sightseeing,west,1170.0,10320.0,580.0,0.0,393.0,24.0,0.0,14.0,0.0,12.0,9.0,0.0,453.0,0.0,36.0,0.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
78,E15464,Los Angeles,CA,3985,1216,middle,metro,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,E15034,Philadelphia,PA,1585,348,middle,other,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80,E15298,Houston,TX,2325,1658,middle,other,south,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
81,E12748,Phoenix,AZ,1759,1341,middle,other,west,715.0,6105.0,573.0,33.0,524.0,6.0,1.0,20.0,80.0,3.0,4.0,193.0,1317.0,18.0,314.0,59.0,569.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82,E13225,Phoenix,AZ,1759,1341,middle,other,west,700.0,1220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83,E14045,Philadelphia,PA,1585,348,middle,other,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,E18226,San Diego,CA,1429,844,middle,sightseeing,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85,E13097,San Jose,CA,1003,461,middle,sightseeing,west,28.0,1365.0,33.0,0.0,24.0,6.0,0.0,19.0,0.0,3.0,0.0,0.0,14.0,0.0,51.0,87.0,438.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
86,E18062,Chicago,IL,2671,589,middle,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,E17949,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88,E15271,San Diego,CA,1429,844,middle,sightseeing,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
89,E13458,New York,NY,8177,778,big,metro,east,194.0,3004.0,508.0,25.0,54.0,38.0,0.0,9.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,4.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
90,E14135,San Diego,CA,1429,844,middle,sightseeing,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,E14680,Phoenix,AZ,1759,1341,middle,other,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92,E17368,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
93,E14618,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,E14258,San Diego,CA,1429,844,middle,sightseeing,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
95,E15719,Phoenix,AZ,1759,1341,middle,other,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
96,E13368,Dallas,TX,1348,879,middle,other,south,20.0,250.0,0.0,1.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,16.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,E17634,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,E15823,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99,E16676,Los Angeles,CA,3985,1216,middle,metro,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100,E14299,New York,NY,8177,778,big,metro,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
101,E12841,San Jose,CA,1003,461,middle,sightseeing,west,13.0,1179.0,116.0,16.0,120.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
102,E16424,Philadelphia,PA,1585,348,middle,other,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
103,E18283,San Diego,CA,1429,844,middle,sightseeing,west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,E13764,New York,NY,8177,778,big,metro,east,36.0,514.0,7.0,0.0,30.0,0.0,0.0,6.0,20.0,0.0,0.0,3.0,37.0,0.0,20.0,6.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
105,E13576,New York,NY,8177,778,big,metro,east,0.0,1825.0,24.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
106,E13093,Los Angeles,CA,3985,1216,middle,metro,west,309.0,1432.0,104.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
107,E13599,Chicago,IL,2671,589,middle,metro,east,449.0,968.0,137.0,8.0,82.0,0.0,0.0,18.0,0.0,0.0,36.0,0.0,108.0,0.0,0.0,9.0,120.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0
108,E18041,Philadelphia,PA,1585,348,middle,other,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
